id,name,artists
3Bjjfv0UITE5tsERLD7AGz,explicit,Mc Magrinho
57MTKK5gvKQXkx1XDcu5Wg,explicit,Mc Magrinho
7utU6IzPKNXXciRT8YKwmy,explicit,Menor do Chapa
0BcyEKVj3v4COQuBxiIejb,explicit,Menor do Chapa
5zesnX8rJ9W1WiFa64lH0H,explicit,Menor do Chapa
2WqwoGVFLwHiI5qFe8Gknt,explicit,Menor do Chapa
2YcYq07Y8WizYfdXckzHk2,explicit,Mc Roba Cena
0Gv6vYS0yyP6KMaCOiJL5g,explicit,Mc Roba Cena
3ShPuQnVlARW7ZhEQxpT84,explicit,Mc Roba Cena
0PwSh5KZSGMJ20gxQsXbB8,explicit,Mc Roba Cena
06RLZonRimy3B9WAn44ftT,explicit,Mc Priscila
7yXjiudJb6NZqVJWXwwTKP,explicit,Mc Larissa
0ZIqoxtoXPZlfZvrfxNsYZ,explicit,MC Flavinho
4j3ks7PnPeax3qtSCCu52c,explicit,MC Saci do Pira
2y0lYm1RyouoySaV226NRY,explicit,MC 2L
24L4MaOvF7sH4GUX8U5AYz,explicit,Mc Zuza
3i0CC1WMDMfss92QsaPkOr,explicit,Mc Zuza
6Qq7F1cu1W4RTzmVMjWwhj,explicit,Mc Rd
0AwPzqv3MLAYyKxhvTpDfr,explicit,Mc Rd
4flFJBcyeqMQjnCllmQtYt,explicit,MC Marcelly
47JvW4EAZcmwdLvFYQUL65,explicit,MC Marcelly
1FJtsOpE3G33dckPKpj2MX,explicit,MC Marcelly
2VLcBmrlROVlaGBkrpq1ts,explicit,Biel
2DXpSXVngUnOpOPu9jmS82,explicit,MC Mirella
6YlhauA7Y5oqznubij0iGU,explicit,MC Mirella
5iPoYP37zMofM4GSC6VSDu,explicit,Mc Bella
6t4dFNnocfJUQFdl7Y9PQb,explicit,Mc Sapao
6P0fgb4aGJBHRPJUS3qEWN,explicit,Mc Bella
4dEJNZCO54vdg55dXxhIXk,explicit,Mc Bella
5Lu2l2zU4ItNTuDqVC8Ult,explicit,Mc's Zaac & Jerry Smith
1IeIWLxfi5pLzIolVgiDrk,explicit,Mc's Zaac & Jerry Smith
13czuvaAhZ8yWP2OOitFlW,explicit,Mc Nego Blue
7KZa6ZCGp6v2hqhDNdtGbI,explicit,Mc Nego Blue
5BryMRzwtPUztsAM1d4R4s,explicit,Mc Nego Blue
76q1Tig7j8ReTQCG6vR9EI,explicit,MC Nego Blue e Flora Matos
5r4hiqXKhTtS6cPPrlkNmg,explicit,Mc Yago
3UzTZdxtrwcBkTbx4jUIIq,explicit,Mc Nando
6TzbJ0BDnd6vlVg0EHPvfI,explicit,MC Alemão
4mMBvA1SKIyVTrMn0y4hPC,explicit,MC Gão
49n6Th2A1crWksdudv73t5,explicit,DJ Nem
6NHxhlfg2ueydSqWahv1by,explicit,MC Menor Mr
7hKemCprUtFx88R7pOgTwD,explicit,Mc PP da VS
0dAviMKIaPQHbCd8DswIcg,explicit,Mc Ramon
2DUXgmZoGTjIGnQe52BZax,explicit,Curuca
4mWGzzTfYgU4ihQUzykkHn,explicit,Dennis Dj & Dj Joe
2LfRlQRfLgPjIWiAgzg0T6,explicit,MC Galo da Roça
1OtZIaJBXo3Pe6nfaMsjKT,explicit,Delano
4sqwNMfjmLyHp2wID2pmPW,explicit,Shevchenko e Elloco
4u9uWoM7JbVHalHEdyJKpC,explicit,Samuel
4TQMiSKU7LfjYBFIaQG75O,explicit,Mc Sapao
2AyeQjYYdY1hIXuL3dIWmq,explicit,Luciano do YTB
06u3GCOZCmCfgIkFubuJDW,explicit,Mc Magrinho
4oLMDK1fKGR9txzYXHpNKX,explicit,MC Pet da VS
2Bjwh0nOLozyPbSqkkQTMr,explicit,Mc Brinquedo
1JvDx1F68MWeGk278Z7eEl,explicit,Mc Pedrinho
40xrwCpf2RpE6sPe2Wsg4C,explicit,Mc Jota
1tlRWonMlSMQUOaG3deZ5o,explicit,Mc Yago
1lYvenzpMclxzJAFy0PHaL,explicit,DJ Ferrugem
6NdAi0Y9hiFP8ok5mRFrVt,explicit,DJ Meek
6vznoMl5fj1iLZ35LUKnO7,explicit,MC Vitinho Avassalador
12WABm3VMNx4FRHrYbP6SY,explicit,MC Vitinho Avassalador
1yubc9XEVMvp1Q7Bh234bT,explicit,Dj Batata
2IjcRlKhPsINh9G8MSl3RU,explicit,MC Vitinho Avassalador
1F3L3PkkDLlwRBAs2szfgB,explicit,MC Gudan
3u39TfmyJwdEwIgiIlEBYX,explicit,Mc 7 Belo
2DKXdUXfNuReh1wJ5m2llk,explicit,Mc Brisola
27BYTjP2D3kOvanFE7H879,explicit,Mc 7 Belo
7IqlQNCxzZ9BMqKDAoLTCh,explicit,Louco de Refri
4BdGnm6Z3WT7ujFRoh9Nmg,explicit,Mc Gw
6CBVT6Cz5OjMXrs4fFQGjw,explicit,MC Digu
2tKlg8mugIJOWFj2TVRgUz,explicit,Mc 7 Belo
6ir5N85SLP5XXBwi34OfTb,explicit,Mc 7 Belo
075G01rZG9zgXMZVoyw62u,explicit,MC Lan
5ymZAVJrO33yodwagtKiEX,explicit,MC Arraia
6BUDOScc6YkgELitccjRwM,explicit,Mc 7 Belo
3zNSgmIHSO4YeoJiloTsS4,explicit,Matheus Yurley
3maAfassWipE1EWuAdHcvF,explicit,Mc Neguinho do ITR
5B4gvLU7eTxKVlPjaBAFaW,explicit,Mc Magrinho
5M1dQupugn32TOgbm4XGI9,explicit,MC Kapela
5hVnWsWgbZHaY5hkfguB1N,explicit,Mc Kitinho
6qmTs3l4rwNeozS58VS9Vg,explicit,DJ KR3
0UC30VeWq6CehvMWqgEGqC,explicit,Mc Jhojhow
0M1u7H8tXKhATCPCWxldIV,explicit,Mc Neguinho do ITR
0UxzeqXuE5m8q3AXVlMqHs,explicit,Mc 7 Belo
4TzOHFlMfDyRkBHuXjSoct,explicit,Mc Juninho Jr
0noN8ZaBFpRPlNiAMoQ2Dn,explicit,Mc Gw
2I65vYI3g9KtpSkj9MXUoL,explicit,Mc Jhey
1dHZSlCI8CpTiTqM55MnX7,explicit,Mc Magrinho
0tvPdKFPhcDlLcwPfxxOn4,explicit,Mc Kitinho
7s3QOWAsyJz5z6sPUP5GE2,explicit,Dynho Alves
1KErpgadHXfuGZHGp4r9Zn,explicit,MC Novin
5yTtUgopXuRJDrKVDD2dSD,explicit,DJ KR3
5bjQNEMNvKLKPUrzhqmnXA,explicit,MC Rick
6IGS4HNZYeAVLM4mqqG7Ga,explicit,K-naman
49LPOJDQ3BGW2w53zly9cQ,explicit,DJ Teta
78XJ3bp2C68tJTyGQlxYoL,explicit,MC Rick
6dqhPzlLLmTZHrodDNPpDM,explicit,MC Rahell
60jxdu9O1JaHoctRnI0jqF,explicit,Pet & Bobii
6jr1o7Aka2cNbl1ORjrwkH,explicit,Os Cretinos
3Bsds2OdRNPAEfkdzNcY2C,explicit,MC Gomes
46YKSKcdhqU3gSyLMWCVyq,explicit,Mc Kitinho
7HO1jh7kxgYLc9kXqFheFA,explicit,Dj Carlinhos Da S.R
31ATrUdqbrUns30aE7lqBW,explicit,MC Menor da VG
3klY6K4VMUXP4DHzydTK4P,explicit,Mc 7 Belo
4rV7K6fFe8YPLmLJjjJd8c,explicit,MC JK
1pV3SrCzsBx134VDW7VBaN,explicit,MC Miami
0IRGGOg9JaEmcLjQtqz2MW,explicit,Mc Brisola
3pFkdU6UIey1KCRsoB2Oat,explicit,MC Lil
6ekvRJrcKDKgdu1qklwHrl,explicit,MC Keron
265eUt7uU71JqC1pgqHI1H,explicit,NGKS
6SYwucYxAq7PZzHVF75Vms,explicit,MC Pack
60ZYZGJ4IlcybBQRFZd052,explicit,Mc Jhey
7nEwXIxUgjgITwcG020LXx,explicit,DJ 900
56EbPW8IoRtBCRdv3UNhHy,explicit,DJ Gege
47bdXiwNewayatyQUy2Dnc,explicit,Mc Topre
4QwlcseuWdGX7Q9QQiYOZN,explicit,MC Rafa 22
4jq4nw3KNs2mwWd8Jbp1QF,explicit,Mc Boy do Charmes
3ztitSiiFm6tdfEcb2lOJB,explicit,DJ Leozinho MPC
2Wq28tbxFW83wcmcQuYCDh,explicit,Mc Luan
72lwNXFhIDrIC13s76L5GP,explicit,MC LC
53HjYGPbdfReGWf6jUafCJ,explicit,Mc Dimmy
7aRScy5rCuBu00kYulTETm,explicit,Bonde R300
098Du5ZDjr40eK5QxSoqLD,explicit,MC Timbu
7da3zcCvIO5hbctKbahShg,explicit,MC JK
1kumhYkNBpvUoewLEKm9CD,explicit,Rebecca
1m3spEr1r0vg7h0sP5wlcO,explicit,MC Eidrian
2weMB7JTIlvRyxeoDpIbHt,explicit,Mc Gw
3DGjcXT3ChnKo5o7CaY0LF,explicit,MC Gomes
2j1Pe9VmyIypKDBLYg6Ef7,explicit,Mc Magrinho
554xvWhSCoIoXoMQUQJSTV,explicit,MC Ks
1aOrisUKRtxPjMX67uZgOc,explicit,DJ Gege
5zBGUUjQSRtEApqAlq3jp6,explicit,MC Gudan
4vGJs28fqSKpHPffVGhsTt,explicit,MC Rafa Original
1j6UB3y94mHNKVI1YlIFRy,explicit,Os Cretinos
3yHHj65a4cgu7QDOjlhgVn,explicit,MC Gury
02mFV1Rz6F5xWAIkhbx14c,explicit,Mc 2k
4HZSESESIblp9KnT6hRLFt,explicit,MC Dog
6bRa7zBhK1CVgdnu1mrvoO,explicit,Mc Kevin
2r7eamfeHWXOU2Hlca4dPR,explicit,MC Guina
3awH8K6XIeoLQxozep6B5p,explicit,MC W1
766Vr0plichFJii2SyWtvD,explicit,MC Bruno IP
16yXXwTxQqD6qRLyiZ0sC4,explicit,Mc Maha
0RpOoq0Sh8Szm2FnS2Qb0Z,explicit,MC Gudan
173NKwNmDEf4x1BY2zvUUn,explicit,MC Lil
3cNxGRoKcgMUd2ueXU1Ro6,explicit,Mc LF
0JaylPd6Di82xOPkXDH3vR,explicit,Mc Pedrinho
762LCCNNLfwKuN87deBnit,explicit,Mc Magrinho
00YQpJ1rnXNEOm9ZmUjeqb,explicit,MC Vinny
4ffBlCIkiIbMSnxB11QU6W,explicit,DJ Anderson França
1G1ZvUJgbujMglza7e3eHR,explicit,Mc Xande & Mc Beto
2VKPC4qi3B8Sj7fwhpEoe0,explicit,Mc Yago
6YnVgisuyypKt1jHU4PC66,explicit,Jaula das gostosudas
03M1c0jK0NgomFFCUZwj8x,explicit,Mc Brisola
5AYr1inV5oC21nUUHn88lr,explicit,MC Kaioken
3W7eXoqUBnXf4Y7dg1qAdx,explicit,MC L da Vinte
6PETDQrybsuYLTg4PfJCx2,explicit,MC GW E MC Brisola
1gn2mETGTFq8trZXG98VEt,explicit,Mc Kitinho
6GkP5sI4TPwElZYVwKQ300,explicit,DJ FB
2LiwMwEqXKLCYRftR87Y5r,explicit,Mc Talibã
06ykIH6ro0TYYqgCwzeW8v,explicit,Mc Maha
1ktqQmC3rha8yNhXm3JubF,explicit,Mc Guidanny
6GFIGqSYuvIdMA0mgVEpvy,explicit,Mc Talibã
26x08nJnjuLmhclCg0HpSK,explicit,MC Lil
7y3glKCYM5BR3CgKzUbF82,explicit,DJ Tubarão
3lO9TEyYHNvJHLGH5xYYaI,explicit,MC Rahell
27rHTfjcWK0VMZX1oiHSr0,explicit,MC Hollywood
2vd0GPKogcn1nlitfNNHHF,explicit,MC Amaral
6CjBpxLA5yMWB4avGljdGr,explicit,MC Hollywood
0KHNzIAJXowl3g6wqY1Iy1,explicit,MC Menor da VG
3WYmijmEQzfBHicKAXXKkp,explicit,Mc Jhojhow
73rruQcZVVvZnYDZviMYZ9,explicit,MC Stifler
4BnkHvejbtE3Ix3A2VTpCt,explicit,MC Rahell
7oG6uiSlZDfhtTAOWlEPQW,explicit,Mc R1
68em1sN6TpLHrz7kXG6kB5,explicit,Mc Talibã
55KKOAkM7GuQ1ybAazwWhK,explicit,Mc Boy do Charmes
4FpPq6gTkNOrseOEEmD7q4,explicit,MC Lil
0xk3KLSycZRJNaI7rwxbyG,explicit,MC Menor da VG
4mxnL1ywhxT05kn5tGK2TJ,explicit,Mc Kaio
0qHJf0iEv8ldYfJtOXo7XJ,explicit,Mc IG
0gEr5JG6XUN8HKJHvxFDGT,explicit,Mc Brisola
0DVzk3ByvWRih4YEGqnroL,explicit,Mc Jhey
2iUCYfQt5hSzuAt5hgSXgK,explicit,Mc Brisola
4nUgxg6Qz1GAZIh83T2qJw,explicit,Mc Gw
4et7axHd4CfaLv1Fc2kHKA,explicit,Mc Topre
3PX8g2JhxdTLbwnM0ruM93,explicit,Mc Brisola
3N8nXIH2Pe3NhPFN6qxojk,explicit,Mc 7 Belo
0JqfxHoQljxXEu7Hu7xQq5,explicit,Mr Bim
3XzOzJiVXlmsaCsxMTEgaR,explicit,Mc 2k
50yUvsuECyUqd3TyurTjee,explicit,MC Menor da VG
4H3i9lgICE9Mo7V1ybBcii,explicit,MC Denny
7J8eFgmyUQcfJItHkHMDRj,explicit,Mc Leléto
28q41qN6tBVoI90ZAkADAc,explicit,Mc Gw
23q0zRbdma7klEpRA0uGcB,explicit,MC Kalzin
4Gc7fnsJO5BXzV10upk9Ij,explicit,MC Novinho da Praça
1b7IETz0cJCXYm2ETt6Hnw,explicit,Mc Th
2pa3ENMqpDgMpumDvEke3V,explicit,Mc 7 Belo
3jhfQEcfH5UlFI9nEKGiLP,explicit,Mc Neguinho do ITR
4Pd8HV6ITC0mqLdV13VrrA,explicit,Mc Jhey
53koP0CdLkZvJz8cB4Gauw,explicit,Mc Neguinho do ITR
4GsDYfUSCMuWKpkW5ymb6M,explicit,Mc 7 Belo
4ql9Qyi6JFEG6ceBCDETjO,explicit,MC Maneirinho
0bQ2nNanPpoow0FX2g8B5G,explicit,Itamar Mc
1DdKqMoZEFyUQrQVdYt7gr,explicit,Mc Niel
51qnlSjv0arIuEqemW7fld,explicit,Mc 7 Belo
5NvTcLESaTR2riGKFxdrhE,explicit,Mc Nando Dk
2ZzUyrApIrznRVZpk21oHi,explicit,Mc Ronan
4l9Nn3mh8pMvEuMf3g6edC,explicit,Mc Neguinho do ITR
6oyfpRrsXZNfYiQr4hHWZZ,explicit,Mc Th
0VBP1HOjPslqjcXYjgGBpN,explicit,MC Gudan
40Xsk3rkGbi6fQK3XTdfgL,explicit,Mc Neguinho do ITR
2ZTTyZanTGKF9WAuAHAZE3,explicit,Mc 7 Belo
1MUUb2PdvH59jq6SWBK1XY,explicit,Mc Talibã
6Tj562c37MBqCjsMt1MHsO,explicit,MC Maneirinho
4vqdumEXDfrYZJCcli09iG,explicit,Quik Ironico
0sUE33Q1cedoXVBTixYY1Q,explicit,Mc Nego Blue
2B9XERFAdD3mrZrw4RdIhf,explicit,MC Vitinho Avassalador
1p009QtjmH178W2LWXgFHg,explicit,Mc Brisola
5ynZAHPWPfmYMJ9lyK19qA,explicit,Mc Dudu
1nt1EWK3yM5Pb8cIpMTY6S,explicit,MC Vitinho Avassalador
55Jg0AMdKrNYX7PWMn3WEc,explicit,MC Dennin
7pactGio7kVlAvzpw91t07,explicit,MC Kekel
1BPbd6kehazFCDs9GlStF4,explicit,Mc 7 Belo
2qPVqJYIzbxmnoFcTEQMbT,explicit,DJ Nandinho da Penha
0qU7AT2heB4KniZ0uPL4gU,explicit,Mc Lucca Martins
72Y5qajqsIwQ7TAkrnB2L4,explicit,Mc Kitinho
6RvnalS57Ps77B5OdQZ3Pa,explicit,MC Gury
7krGLkfpJfweCEVSTqoMg6,explicit,MC PR
3zXNikJrDocjMRkjgXfCZt,explicit,Dj Cabide
460ZziluRfuYqP37bYu7ED,explicit,Mc Mãozinha
7nqMllDSjphwG3Mc6n1Nm8,explicit,MC W1
4cH7M0Rc74sNRFIk8hzgIi,explicit,MC Hollywood
23fEngrHwbt4PgvwhxwlRD,explicit,Mc 7 Belo
1igAniqb10NCsvpDhozYZF,explicit,MC Peruzzo
2BLl7j4yiPmNJ8XikOZ0FZ,explicit,MC Gudan
4DvGSzK6FI8ulDiQnG6VIQ,explicit,MC Fabinho da Osk
4L0rIGhzkKxGAfYZYkJIod,explicit,Mc Huguinho
5u1NLIs5ZIevKhvwGT17Ft,explicit,MC CLSP
2gFY2RX0iRlQyZDNGGXlYw,explicit,Os Cretinos
6bWri1IWu2iF6SrHyVSq9q,explicit,Mc Leo da Baixada
40wxKbSBmptK0grVVL4dGg,explicit,Mc Dudu
1ZrPtRqQOMoiDW7L64l01U,explicit,Helamã MC
6ntxbUk1jjvIkgmH1IgI89,explicit,MC Rafa 22
36kblhTXVeFCcxVXVr1qoV,explicit,Os Cretinos
1HJXV20N8pkhHLshl2CeWw,explicit,Mc 7 Belo
3YwmXO3i62kmer53vu4oSe,explicit,MC Theuzyn
5W6tG1D1CabOmHNh3W9Zno,explicit,MC Rahell
3O7sKBDhREzcjaCwuDk2HN,explicit,MC Tullin
0vI7p3aXWLfUU8FZvlPa9b,explicit,Mc Hazel
6P8OZ3lHcTOD8UrSfqosqi,explicit,Mc IG
1jzmMT65PbMB6OqJRxNv49,explicit,Mc Kitinho
6uc9tdNLAiC5qkncL6FxsP,explicit,Mc Denny
40kuPiAdawHncUxaBv3H2w,explicit,Os Cretinos
0ZMbHs9Z7ggXmardJEYYjl,explicit,MC Denny
7u8VZUsSwJDx0Z6e9EhDUS,explicit,MC Jhony
2aBgID6L17yaDtJ57zEMMx,explicit,MC Fabinho da Osk
3CpVxyFCZZ0mEYqAAyJx6q,explicit,Mc Huguinho
2QKYsuDCtjbzoBdaan7Ybd,explicit,MC Gomes
4sDFmfir0mmHFeVgbg2WgR,explicit,MC Neguinho do Kaxeta
3Z0kqYFQYF7KLli5gAMkf3,explicit,MC Cainho
4he5PH2421GeKAJ5a4Ftqu,explicit,MC Maneirinho
4e3a43mcJVUYHFNuSaweKB,explicit,Mc Alysson
